iter	Passed	Remaining
666	1990	993
667	1993	990
668	1996	987
669	1999	984
670	2003	982
671	2005	979
672	2008	976
673	2011	973
674	2015	970
675	2018	967
676	2021	964
677	2024	961
678	2027	958
679	2029	955
680	2033	952
681	2036	949
682	2038	946
683	2041	943
684	2044	940
685	2048	937
686	2050	934
687	2053	931
688	2056	928
689	2059	925
690	2062	922
691	2065	919
692	2069	916
693	2072	913
694	2075	910
695	2079	908
696	2083	905
697	2087	903
698	2090	900
699	2093	897
700	2096	894
701	2100	891
702	2103	888
703	2107	886
704	2110	883
705	2113	880
706	2116	877
707	2119	874
708	2123	871
709	2126	868
710	2128	865
711	2131	862
712	2134	859
713	2137	856
714	2140	853
715	2143	850
716	2146	847
717	2148	844
718	2152	841
719	2155	838
720	2158	835
721	2161	832
722	2164	829
723	2167	826
724	2170	823
725	2173	820
726	2176	817
727	2178	814
728	2181	811
729	2184	808
730	2187	804
731	2190	801
732	2193	798
733	2196	795
734	2199	792
735	2202	789
736	2204	786
737	2207	783
738	2210	780
739	2213	777
740	2216	774
741	2219	771
742	2222	768
743	2225	765
744	2227	762
745	2230	759
746	2234	756
747	2236	753
748	2239	750
749	2242	747
750	2246	744
751	2249	741
752	2252	738
753	2255	735
754	2258	732
755	2261	729
756	2264	727
757	2268	724
758	2271	721
759	2275	718
760	2277	715
761	2280	712
762	2283	709
763	2286	706
764	2289	703
765	2292	700
766	2295	697
767	2298	694
768	2301	691
769	2304	688
770	2307	685
771	2310	682
772	2313	679
773	2316	676
774	2319	673
775	2322	670
776	2324	667
777	2327	664
778	2330	661
779	2333	658
780	2336	655
781	2339	652
782	2342	649
783	2345	646
784	2348	643
785	2351	640
786	2353	637
787	2356	634
788	2359	631
789	2362	628
790	2365	625
791	2368	622
792	2371	619
793	2374	616
794	2377	612
795	2380	610
796	2383	607
797	2385	603
798	2388	600
799	2391	597
800	2394	594
801	2397	591
802	2400	588
803	2403	585
804	2406	582
805	2408	579
806	2411	576
807	2415	574
808	2419	571
809	2421	568
810	2424	565
811	2427	562
812	2431	559
813	2434	556
814	2437	553
815	2440	550
816	2443	547
817	2446	544
818	2449	541
819	2452	538
820	2455	535
821	2458	532
822	2461	529
823	2463	526
824	2466	523
825	2468	520
826	2471	517
827	2474	514
828	2477	510
829	2479	507
830	2482	504
831	2485	501
832	2488	498
833	2490	495
834	2493	492
835	2496	489
836	2498	486
837	2501	483
838	2504	480
839	2506	477
840	2509	474
841	2512	471
842	2514	468
843	2517	465
844	2520	462
845	2522	459
846	2525	456
847	2528	453
848	2531	450
849	2533	447
850	2536	444
851	2539	441
852	2541	438
853	2544	435
854	2547	432
855	2550	428
856	2552	425
857	2555	422
858	2558	419
859	2560	416
860	2563	413
861	2566	410
862	2569	407
863	2572	404
864	2575	401
865	2578	399
866	2581	396
867	2584	393
868	2587	389
869	2591	387
870	2594	384
871	2597	381
872	2600	378
873	2603	375
874	2606	372
875	2609	369
876	2612	366
877	2615	363
878	2618	360
879	2623	357
880	2626	354
881	2630	351
882	2634	349
883	2637	346
884	2640	343
885	2643	340
886	2646	337
887	2649	334
888	2652	331
889	2655	328
890	2658	325
891	2662	322
892	2665	319
893	2668	316
894	2670	313
895	2673	310
896	2676	307
897	2680	304
898	2683	301
899	2685	298
900	2687	295
901	2690	292
902	2694	289
903	2696	286
904	2699	283
905	2701	280
906	2705	277
907	2708	274
908	2711	271
909	2714	268
910	2717	265
911	2720	262
912	2723	259
913	2726	256
914	2729	253
915	2732	250
916	2734	247
917	2737	244
918	2741	241
919	2744	238
920	2746	235
921	2749	232
922	2752	229
923	2756	226
924	2759	223
925	2762	220
926	2765	217
927	2769	214
928	2772	211
929	2775	208
930	2778	205
931	2781	202
932	2785	200
933	2787	197
934	2791	194
935	2793	191
936	2796	188
937	2799	185
938	2802	182
939	2805	179
940	2808	176
941	2810	173
942	2813	170
943	2816	167
944	2819	164
945	2821	161
946	2824	158
947	2827	155
948	2830	152
949	2833	149
950	2836	146
951	2839	143
952	2841	140
953	2844	137
954	2847	134
955	2850	131
956	2853	128
957	2856	125
958	2859	122
959	2862	119
960	2865	116
961	2868	113
962	2870	110
963	2873	107
964	2876	104
965	2879	101
966	2882	98
967	2885	95
968	2888	92
969	2891	89
970	2894	86
971	2897	83
972	2900	80
973	2902	77
974	2906	74
975	2908	71
976	2911	68
977	2914	65
978	2917	62
979	2920	59
980	2923	56
981	2926	53
982	2929	50
983	2932	47
984	2935	44
985	2938	41
986	2941	38
987	2944	35
988	2947	32
989	2951	29
990	2954	26
991	2957	23
992	2960	20
993	2963	17
994	2967	14
995	2970	11
996	2974	8
997	2977	5
998	2980	2
999	2984	0
