iter	RMSE
432	670.3006526
433	668.4790701
434	666.6609455
435	664.8200586
436	662.9399959
437	661.410814
438	660.4134255
439	658.7616819
440	657.2009941
441	655.7299748
442	653.6949214
443	652.4643647
444	651.3768504
445	649.383913
446	647.6112255
447	646.0402496
448	644.6187497
449	643.0696745
450	642.7015528
451	640.5669905
452	639.8567294
453	638.3538308
454	636.0085886
455	634.6483489
456	633.8450803
457	632.6656927
458	631.3665021
459	630.4944262
460	629.0546349
461	626.8501576
462	626.3560138
463	625.6905457
464	625.0430952
465	623.1595647
466	621.2939967
467	620.5707412
468	619.4720613
469	618.0591365
470	616.1485991
471	614.960642
472	613.8507983
473	612.7704736
474	611.9427441
475	610.0677294
476	608.8516828
477	607.5908514
478	605.2128624
479	604.9812946
480	604.21648
481	603.4591572
482	602.2628716
483	600.1629055
484	598.578904
485	597.039331
486	596.1950662
487	594.4260325
488	594.2441984
489	592.2569216
490	590.6807186
491	590.1700404
492	588.7510412
493	588.2081553
494	586.9680123
495	585.3802124
496	583.446802
497	583.2708952
498	581.3861714
499	579.5994961
500	578.4383669
501	576.6881391
502	575.2189313
503	573.3341381
504	571.6033337
505	571.202425
506	570.498929
507	569.7228409
508	568.5640899
509	566.8978399
510	565.5104897
511	564.364148
512	563.2456697
513	561.8048713
514	560.3839961
515	558.6617603
516	557.7326911
517	555.9667755
518	554.6764147
519	553.2139297
520	551.884158
521	551.0604753
522	549.8516725
523	548.2120988
524	547.3850916
525	545.8013848
526	544.482799
527	542.9191263
528	542.0904306
529	541.8692359
530	541.0688017
531	540.7460912
532	539.358635
533	538.4979119
534	537.6914362
535	536.5291006
536	535.511828
537	533.7009064
538	532.7920626
539	531.5677103
540	529.5378876
541	527.9889994
542	527.0772039
543	525.616981
544	524.3816784
545	523.244088
546	523.128657
547	521.3703549
548	520.2663855
549	519.6893744
550	518.4411441
551	517.2320936
552	516.753355
553	516.1867643
554	514.8478626
555	514.3300899
556	513.5015464
557	512.7389124
558	511.9266672
559	511.2699422
560	509.9411736
561	508.7257908
562	508.587623
563	508.2675917
564	506.76221
565	505.0653538
566	503.8761522
567	502.8096
568	501.7151342
569	500.5787887
570	500.1737032
571	499.8229682
572	499.4910731
573	499.2936617
574	498.1352043
575	496.8404281
576	496.4123425
577	494.860535
578	493.9922969
579	493.8583238
580	492.7699982
581	491.7650108
582	491.2077718
583	490.5533194
584	489.6677096
585	489.0338731
586	488.565312
587	488.0162629
588	486.802277
589	486.6244769
590	485.2012424
591	483.8899834
592	482.5470315
593	482.0627029
594	481.2991774
595	481.2031207
596	480.5590942
597	479.7076581
598	478.5561226
599	477.5535136
600	476.763738
601	475.8393474
602	474.8466802
603	474.209884
604	473.7913882
605	473.2871934
606	471.7765159
607	471.6762785
608	470.6388352
609	470.3865778
610	469.2832329
611	468.4911556
612	468.1487078
613	467.1747675
614	465.9507944
615	465.2199649
616	465.0694648
617	464.1316083
618	462.8796288
619	462.2619024
620	460.7061771
621	459.7018258
622	458.7358393
623	458.2744744
624	457.3582733
625	456.8323788
626	455.37296
627	454.8131572
628	454.0201286
629	453.2654021
630	453.1716123
631	452.1386035
632	451.6084962
633	451.2504038
634	451.1204516
635	449.9399341
636	448.7755202
637	448.1123322
638	448.0230741
639	447.5705357
640	447.3225371
641	446.3257741
642	445.7325325
643	445.060903
644	444.4531689
645	444.0707075
646	443.0279623
647	442.2446895
648	441.8812335
649	440.7746327
650	440.2501618
651	440.1640029
652	439.3558778
653	438.7442681
654	438.2085488
655	437.1709762
656	435.6928825
657	434.9529575
658	433.9640361
659	433.1847013
660	432.0632394
661	430.7799611
662	429.8619908
663	429.7309088
664	428.9572315
665	428.55049
666	428.4724332
667	427.6616713
668	427.4638602
669	426.9093415
670	426.2389769
671	426.0607381
672	425.9879161
673	425.3274917
674	424.6801972
675	423.4043026
676	423.1617685
677	422.2335347
678	421.7356461
679	421.5449407
680	420.8970741
681	420.6535709
682	419.92006
683	419.2571763
684	418.9120896
685	417.9694468
686	417.4970498
687	416.582631
688	416.072512
689	415.7132322
690	415.3306558
691	414.6984262
692	414.1293752
693	413.3939488
694	412.8404351
695	412.134181
696	411.6430409
697	411.4116994
698	410.9432581
699	410.5417587
700	409.6915617
701	409.1919685
702	408.596096
703	408.1610577
704	407.3717938
705	406.447497
706	405.6021741
707	405.4112093
708	404.8723188
709	404.5234475
710	404.2806426
711	403.0867937
712	402.7218148
713	402.3087404
714	402.0690244
715	401.7375207
716	400.975892
717	400.3108763
718	399.7007722
719	398.7287373
720	398.4552621
721	398.2444656
722	397.7531611
723	396.6451906
724	395.9880456
725	395.0467281
726	394.3367989
727	393.8354217
728	393.3637339
729	392.6220906
730	391.7946932
731	391.5971906
732	390.3240389
733	390.2718654
734	390.0510854
735	389.5174015
736	388.7507531
737	388.669013
738	387.738766
739	387.0254035
740	385.921861
741	385.2333737
742	384.7562028
743	384.5125998
744	384.2981531
745	383.5891865
746	382.9288955
747	382.36147
748	381.8436599
749	381.2531555
750	381.1661401
751	380.4796696
752	380.0504674
753	379.6956261
754	378.6509406
755	378.1304478
756	377.7758113
757	376.9638774
758	376.8142305
759	376.158546
760	376.0107653
761	375.8739105
762	375.756828
763	375.7130144
764	375.3226042
765	374.9589863
766	374.8986536
767	374.3626369
768	374.0887579
769	373.9753282
770	373.9192474
771	373.3537388
772	372.8952687
773	372.6057548
774	371.9620545
775	371.2579655
776	370.8978543
777	370.7040293
778	370.3052944
779	369.6084104
780	368.8741385
781	368.4095491
782	368.0983635
783	367.8453188
784	367.5091499
785	367.0674961
786	366.4232557
787	366.2509887
788	365.9252081
789	365.5754164
790	365.373765
791	365.2521034
792	364.6439685
793	364.5216233
794	364.476786
795	364.0628456
796	363.5086976
797	363.0903776
798	363.02691
799	362.3883674
800	362.2821454
801	361.6589656
802	361.5609058
803	361.1593115
804	360.5785831
805	360.3542733
806	359.9822493
807	359.8293786
808	359.327472
809	359.2787136
810	358.9196466
811	358.7802733
812	357.8056465
813	357.503174
814	356.9423441
815	356.6590186
816	356.2279766
817	355.8563648
818	355.2532735
819	354.5777676
820	353.4899476
821	353.2439166
822	353.2015854
823	353.0097643
824	352.0146126
825	351.9435961
826	351.7389077
827	351.0681068
828	350.3298325
829	349.6146642
830	349.5693083
831	349.0899101
832	348.5647247
833	347.9151495
834	347.6773159
835	346.7983398
836	346.3957434
837	346.036493
838	345.1746867
839	344.2509074
840	344.1417869
841	344.0308681
842	343.5298684
843	343.2121492
844	342.9684745
845	342.3673973
846	342.2744467
847	341.9994294
848	341.0073448
849	340.7059978
850	340.517436
851	339.8544838
852	339.2727117
853	338.5970069
854	338.547185
855	337.9373818
856	337.5931632
857	337.3563109
858	336.9128505
859	336.5544497
860	336.30914
861	336.0228531
862	335.6117433
863	335.5729682
864	334.9611003
865	334.1576003
866	333.3855045
867	333.1129337
868	332.6713966
869	332.2977933
870	331.658813
871	331.5312438
872	330.6294676
873	330.5474415
874	330.5080933
875	329.8896786
876	329.2054325
877	329.1253289
878	328.5011731
879	327.8820613
880	327.5110601
881	327.240485
882	326.5193829
883	325.9488072
884	325.5845391
885	325.2413309
886	324.6439209
887	324.3466004
888	324.0600409
889	323.8084281
890	323.5571494
891	322.6864147
892	322.354211
893	321.9317681
894	321.4387016
895	321.1372983
896	320.8717689
897	320.5265558
898	319.8934351
899	319.7757484
900	319.6963591
901	318.9964725
902	318.5133923
903	318.4045124
904	317.6902333
905	317.37335
906	317.063278
907	316.972577
908	316.1968212
909	315.9528184
910	315.7954258
911	315.2315828
912	315.1482636
913	314.5647477
914	313.9099624
915	313.2062628
916	312.7058193
917	311.9146556
918	311.6852173
919	310.9289607
920	310.567312
921	309.9943107
922	309.5069869
923	309.1573375
924	309.0699929
925	309.027864
926	308.8500751
927	308.4876973
928	307.9391935
929	307.559505
930	306.8610445
931	306.7698712
932	306.2587984
933	306.1429018
934	306.118745
935	305.6028953
936	305.5717116
937	305.2835636
938	304.8445952
939	304.7145518
940	304.1763175
941	303.8774129
942	303.5192234
943	303.1840841
944	303.0704084
945	302.2897576
946	302.1114047
947	301.9356963
948	301.5876326
949	301.5222402
950	301.1604468
951	300.6668763
952	300.4820611
953	299.9995132
954	299.9010558
955	299.2836237
956	298.7208065
957	298.2615963
958	297.8312794
959	297.416437
960	296.8673933
961	296.6334979
962	296.1194854
963	295.8274072
964	295.8050105
965	294.8660531
966	294.5317458
967	294.0135619
968	293.6562174
969	293.5463288
970	293.4226685
971	292.898481
972	292.4853127
973	291.8785821
974	291.8487057
975	291.426869
976	291.313893
977	290.7580353
978	290.6590158
979	290.2134857
980	289.7290628
981	289.6315779
982	289.453602
983	288.9757358
984	288.6719221
985	288.3341406
986	288.3031582
987	288.2127439
988	288.0761732
989	287.713701
990	287.3724912
991	287.2053283
992	286.826092
993	286.4256821
994	286.3249009
995	285.6317613
996	285.5658206
997	285.5207762
998	285.2412996
999	284.9767921
